cell-line	canonical_name	resource	Amelogenin	CSF1PO	D13S317	D16S539	D18S51	D19S433	D21S11	D2S1338	D3S1358	D5S818	D7S820	D8S1179	FGA	Penta	TH01	TPOX	vWA
BL-100	0	DSM:ACC-684	X	"11,12"	"8,13"	"9,13"	0	0	0	0	0	"10,11"	"9,10"	0	0	0	"6,9"	"8,11"	17
																			
UBE6T-7	UBE6T-7	JCRB:1143	X	"11,12"	8	"11,12"	0	0	0	0	0	"10,13"	"8,11"	0	0	0	9	11	"17,18"
																			
Yub634	Yub634	JCRB:1161	"X,Y"	"9,11"	"8,12"	"11,12"	0	0	0	0	0	12	"9,11"	0	0	0	"6,9"	8	"17,18"
																			
Hs 578Bst	Hs 578Bst	ATCC:HTB-125	X	"11,13"	"11,13"	"9,12"	0	0	0	0	0	"11,13"	10	0	0	0	"9,9.3"	8	17
																			
Lu-143	Lu-143	RCB:1773	"X,Y"	12	8	9	0	0	0	0	0	11	"10,11"	0	0	0	6	11	"17,20"
																			
SUIT-2	SUIT-2	GNE:586570	X	"11,12"	"9,11"	9	16	0	"29,30"	0	16	"11,12"	"9,11"	"14,15"	"20,23"	E	6	"8,10"	"16,17"
																			
COV413B	COV413A	GNE:586492	X	"10,11"	12	11	16	0	31.2	0	14	"9,12"	"8,13"	"13,14"	19	E	6	9	17
																			
IM95m	IM-95m	GNE:586048	X	11	"10,12"	"9,10"	"13,23"	0	"31,32.2"	0	14	"9,11"	9.3	"12,13"	"19,21"	E	"6,10"	"8,10"	"17,18"
																			
HS-Os-1	HS-Os-1	GNE:586831	X	12	"11,11.3,12"	"9,11"	17	12	"30,31.2"	"18,25"	16	"11,12"	"9,10"	13	"24,25"	E	9	8	"15,18"
																			
NCI-H716	NCI-H716	GNE:586038	X	11	"8,11"	"11,12"	"15,16"	0	32.2	0	"16,18"	11	"10,11"	15	"20,22"	E	"6,9.3"	"8,11"	"16,17"
																			
JURL-MK2	JURL-MK2	DSM:ACC-533	"X,Y"	12	11	"11,12"	0	0	0	0	0	12	"10,13"	0	0	0	8	"8,11"	"16,18"
																			
SF8536	SF8536	RCB:0614	X	"11,12"	"8,9"	"9,12"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"7,10"	8	"16,17"
																			
AT(L)6KY	AT(L)6KY	JCRB:0332	"X,Y"	"11,12"	"11,12"	11	0	0	0	0	0	"9,11"	"10,11"	0	0	0	"7,9"	"8,9"	"14,18"
																			
Detroit 525	Detroit 525	ATCC:CCL-65	X	12	"12,13"	"11,13"	0	0	0	0	0	"11,13"	12	0	0	0	9.3	8	"17,18"
																			
NCI-H2444	NCI-H2444	ATCC:CRL-5945	X	12	"11,12"	12	13	0	"28,29"	0	14	10	"8,10"	"11,12,13"	25	E	9.3	11	17
																			
Kasumi-3	Kasumi-3	ATCC:CRL-2725	"X,Y"	11	"11,12"	"9,11"	0	0	0	0	0	12	"10,11"	0	0	0	"6,9,11"	8	"16,18"
																			
NCI-H1238	NCI-H1238	ATCC:CRL-5859	"X,Y"	11	"8,14"	10	0	0	0	0	0	13	11	0	0	0	"9,9.3"	8	"18,19"
																			
HCC1162	HCC1162	GNE:586418	X	12	11	11	15	0	"28,30"	0	16	12	"10,12"	"11,13"	"24.2,47.2"	E	9.3	"8,9"	15
																			
B-3	B-3	ATCC:CRL-11421	"X,Y"	11	11	"11,12"	0	0	0	0	0	"9,11"	11	0	0	0	9.3	8	"14,19"
																			
SHI-1	SHI-1	DSM:ACC-645	"X,Y"	"10,12"	9	"9,10"	0	0	0	0	0	"12,13"	"11,12"	0	0	0	"6,7"	"8,9"	17
																			
SUSM-1	SUSM-1	RCB:0174	"X,Y"	"10,11"	11	12	0	0	0	0	0	"12,13"	"10,11"	0	0	0	8	"8,11"	"16,18"
																			
COLO 680N	COLO 680N	GNE:586695	X	"11,12"	13	"11,12"	19	0	27	0	15	11	"10,12"	"14,15"	18.2	E	8	6	"17,18"
																			
SUP-M2	SUP-M2	DSM:ACC-509	X	"11,12"	"10,11"	"11,12"	0	0	0	0	0	11	"8,12"	0	0	0	"8,9.3"	"8,10"	"16,18"
																			
SCH	SCH	JCRB:0251	"X,Y"	"10,11"	"11,12"	9	0	0	0	0	0	11	"10,11"	0	0	0	"6,7"	11	17
																			
Lu-140	Lu-140	RCB:0470	X	12	11	10	0	0	0	0	0	9	"9,10"	0	0	0	7	11	18
																			
PK-45P	PK-45P	RCB:2141	X	"9,10"	"9,11"	"11,12"	17	0	"31.2,32.2"	0	15	"10,12"	11	"10,13"	"23,24"	E	9	"8,11"	"16,18"
																			
DAN-G	DAN-G	GNE:586563	X	13	8	"8,11"	16	0	"29,31.2"	0	16	"12,13"	"10,13"	"10,11"	20	E	9.3	10	"16,18"
																			
NCI-H1184	NCI-H1184	ATCC:CRL-5858	"X,Y"	10	11	"11,12"	0	0	0	0	0	12	"10,12"	0	0	0	"6,9.3"	"8,9"	16
																			
Hs 883.T	Hs 883.T	ATCC:CRL-7617	X	"10,11"	12	"9,13"	0	0	0	0	0	13	"10,11"	0	0	0	"6,9.3"	"8,9"	"18,19"
																			
GR-M	GR-M	GNE:586575	X	12	10	"10,11"	21	0	"29,30"	0	15	"11,13"	10	"10,14"	23	E	6	"8,11"	17
																			
CEM-CM3	CEM-CM3	ATCC:TIB-195	X	11	12	"10,12"	0	0	0	0	0	"12,13"	"10,13"	0	0	0	"6,7"	8	"18,19"
																			
SNU-423	SNU-423	ATCC:CRL-2238	"X,Y"	"11,12"	"10,13"	9	"12,13"	0	30	0	17	10	12	"11,16"	"21,24"	E	"6,9"	8	15
																			
FaDu	FaDu	GNE:584729	0	12	"8,9"	11	16	0	31.2	0	"17,18"	12	"11,12"	13	25	E	8	11	"15,17"
																			
GI-1	GI-1	GNE:587033	"X,Y"	9	8	"9,10"	13	"13,14"	"29,30"	"16,18"	"15,18"	11	11	"10,16"	"23,24"	E	9	"8,12"	17
																			
FTC-238	FTC-133	GNE:586815	X	"10,11"	11	"11,12"	"11,12"	13	32.2	20	16	"11,12"	"9,10"	10	21	E	9.3	9	"15,18"
																			
NCI-H1770	NCI-H1770	GNE:585817	X	"11,13"	13	"12,13"	"14,16"	0	"30,32.2"	0	"15,17"	"11,12"	11	"13,14"	20	E	9	11	"18,19"
																			
HBL-100	HBL-100	ATCC:HTB-124	"X,Y"	10	12	"9,12"	16	15	"28,30"	"18,24"	"14,16"	"11,12"	"8,12"	"12,15"	25	E	"6,8"	8	16
																			
RPMI 1788	AHH-1	ATCC:CCL-156	"X,Y"	10	"11,13"	"10,13"	0	0	0	0	0	"12,13"	"10,12"	0	0	0	"6,9.3"	"8,9"	"18,19"
																			
HCC1576	HCC1576	GNE:586427	"X,Y"	"10,11"	12	12	17	0	28	0	"16,18"	"12,13"	10	13	22	E	"7,9.3"	"11,12"	"14,17"
																			
NCI-H1522	NCI-H1522	ATCC:CRL-5874	"X,Y"	10	12	11	0	0	0	0	0	11	"9,11,12"	0	0	0	"7,9.3"	"8,11"	"17,20"
																			
T1(174 x CEM.T1)	T2	ATCC:CRL-1991	X	"11,12"	"11,12"	"10,12"	0	0	0	0	0	"12,14"	"10,11,15"	0	0	0	"6,9.3"	"8,12"	"14,17"
																			
ES04	0	0	"X,Y"	10	"10,11"	"9,11"	0	0	0	0	0	"10,12"	"9,13"	0	0	0	"6,7"	8	"17,19"
																			
SK-N-SH	SK-N-SH	GNE:586644	X	11	11	"8,13"	"13,16"	0	"31,31.2"	0	"15,16"	12	"7,10"	15	"23.2,24"	E	"7,10"	"8,11"	"14,18"
																			
CuFi-3	0	ATCC:CRL-4014	"X,Y"	"10,13"	"11,12"	"12,13"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"9,9.3"	"10,11"	"16,19"
																			
UPCI-SCC-074	UPCI-SCC-074	DSM:ACC-664	X	11	"10,11"	"9,10"	0	0	0	0	0	11	"8,11"	0	0	0	"7,9.3"	"9,11"	"15,17"
																			
SEKI	SEKI	JCRB:1041	X	12	"8,9"	"9,11"	0	0	0	0	0	"9,11"	"9,12"	0	0	0	9	11	"16,18"
																			
HeLa AG	HeLa	JCRB:0213	X	"9,10"	"13.3,13.3"	"9,10"	0	0	0	0	0	"11,12"	8	0	0	0	7	12	"16,18"
																			
NCI-H1926	NCI-H1926	ATCC:CRL-5905	X	"10,11"	8	"11,12"	0	0	0	0	0	13	"10,12"	0	0	0	9	"9,11"	"17,19"
																			
NH-12	NH-12	JCRB:0833	"X,Y"	"11,12"	"8,9"	11	0	0	0	0	0	"10,11"	"11,13"	0	0	0	"9,10"	8	"17,18"
																			
IM-95	IM-95	GNE:587039	X	11	"10,12"	"9,10"	"14,23,24"	"12,13"	"31,32.2"	18	14	"9,11"	9.3	"12,13"	"19,21"	E	"6,10"	"8,10"	"17,18,19"
																			
ARH-77	ARH-77	ATCC:CRL-1621	X	"6,10"	"11,13"	"9,13"	0	0	0	0	0	"10,13"	"7,12"	0	0	0	"8,9.3"	8	17
																			
Farage	Farage	ATCC:CRL-2630	X	"11,12"	"11,13"	"11,12"	0	0	0	0	0	12	12	0	0	0	"8,9"	9	"14,15"
																			
COLO-680N	COLO 680N	DSM:ACC-182	X	"11,12"	13	"11,12"	0	0	0	0	0	11	"10,12"	0	0	0	8	"6,8"	"17,18"
																			
COR-L47	COR-L47	GNE:586434	"X,Y"	"10,12"	11	"11,12"	"13,15"	0	"30,31.2"	0	14	"10,13"	"8,10"	"12,14"	24	E	"6,8"	8	17
																			
BHY	BHY	GNE:586260	"X,Y"	10	"12,13"	12	14	0	"29,31.2"	0	17	10	"11,12"	"11,14"	24	E	9	"8,11"	"15,16"
																			
KELFIB	0	ATCC:CRL-1762	X	"8,12"	"11,13"	9	0	0	0	0	0	12	"8,10"	0	0	0	"7,8"	"8,11"	"14,16"
																			
CCRF-SB	CCRF-SB	GNE:586694	"X,Y"	"10,12"	"10,12"	"9,13"	"9,14"	0	"27,28"	0	"16,17"	"11,12"	"11,12"	"9,15"	25	E	"9,10"	8	18
																			
HCC2185	HCC2185	GNE:586590	X	"8,10"	12	10	15	13	32.2	20	"15,16"	"11,12"	"12,13"	14	23	E	9.3	11	"18,19"
																			
DBTRG-05MG	DBTRG-05MG	ATCC:CRL-2020	X	"10,11"	9	"10,12"	0	0	0	0	0	"12,13"	11	0	0	0	"7,8"	8	"15,16"
																			
OCUG-1	OCUG-1	JCRB:0191	X	"10,12"	"8,11"	"9,13"	0	0	0	0	0	"10,12"	"10,11"	0	0	0	"7,9.3"	"8,11"	"15,16"
																			
Hs 793.Sk	Hs 793.Sk	ATCC:CRL-7523	X	"9,10"	9	"9,11"	0	0	0	0	0	11	"9,12"	0	0	0	"7,9.3"	"8,11"	"14,17"
																			
Hs 709.Sk	Hs 709.Sk	ATCC:CRL-7452	X	"8,11"	12	"9,12"	0	0	0	0	0	12	10	0	0	0	"9,9.3"	"8,10"	"16,17"
																			
J.gamma1	Jurkat	ATCC:CRL-2678	X	"11,12"	"8,12"	11	0	0	0	0	0	9	"8,12"	0	0	0	"6,9.3"	"8,10"	"18,19"
																			
KMS-28BM	KMS-28BM	GNE:586524	X	10	11	"9,11"	"14,15"	0	30	0	16	14	"8,11"	"10,11"	"20,23"	E	"7,9.3"	"8,9"	17
																			
OUMS-27	OUMS-27	JCRB:IFO50488	X	"10,12"	12	14	0	0	0	0	0	"10,11"	"10,12"	0	0	0	9	11	14
																			
T1-73	T1-73	ATCC:CRL-7943	X	11	"11,12"	12	0	0	0	0	0	"8,12"	"8,10"	0	0	0	"9,9.3"	"8,9"	"15,16"
																			
Hs 748.T	Hs 748.T	ATCC:CRL-7486	X	"10,11"	"9,14"	13	0	0	0	0	0	11	"10,14"	0	0	0	"6,9.3"	8	"16,17"
																			
NCI-H1963	NCI-H1963	ATCC:CRL-5982	"X,Y"	12	"11,13"	11	0	0	0	0	0	12	"10,12"	0	0	0	"6,8"	"8,10"	"17,20"
																			
U-2 OS	U-2 OS	GNE:131871	X	13	13	"11,12"	14	0	31	0	16	11	12	"12,14"	20	E	"6,9.3"	"11,12"	"14,18"
																			
REC-1	REC-1	GNE:134128	"X,Y"	"10,12"	10	11	"14,16"	0	"28,29"	0	"15,16"	"12,13"	"10,11"	"11,12"	"22,23"	E	"9,9.3"	"8,9"	17
																			
HOUFXXX	HOUFXXX	RCB:1171	X	12	"8,12"	"10,11"	0	0	0	0	0	"10,12"	10	0	0	0	7	"8,9"	17
																			
105KC	105KC	GNE:587114	X	"10,11"	"8,11"	"9,12,14"	"15,19"	0	"31.2,32.2"	0	"15,17"	"10,11"	"10,13"	"13,16"	"21,23"	E	9	8	"15,18"
																			
NCI-H250	NCI-H250	ATCC:CRL-5828	"X,Y"	13	12	"9,13"	0	0	0	0	0	11	"8,11"	0	0	0	9	"8,11"	"15,16"
																			
Hs 174.We	Hs 174.We	ATCC:CRL-7124	"X,Y"	12	"8,13"	"12,14"	0	0	0	0	0	"10,12"	"11,12"	0	0	0	7	"8,11"	"17,19"
																			
NOS-2	NOS-2	RCB:1033	"X,Y"	12	11	9	0	0	0	0	0	12	"8,11"	0	0	0	6	11	18
																			
GP2d	GP2d	GNE:586518	X	"9,12"	"8,12"	"11,13"	"12,13"	0	"29,30"	0	"16,18"	"11,12"	"9,11"	"10,12"	23	E	"7,9.3"	"8,11"	"17,18"
																			
CCD-1138Sk	CCD-1138Sk	ATCC:CRL-2707	"X,Y"	"11,12"	12	"12,13"	0	0	0	0	0	12	"11,12"	0	0	0	"7,8"	"8,9"	"18,19"
																			
WSU-FSCCL	WSU-FSCCL	GNE:134168	"X,Y"	12	"11,13"	"11,13"	"13,14"	0	30	0	"15,16"	12	"10,13"	"12,14"	"22,24"	E	9.3	11	"18,20"
																			
A-704	A-704	GNE:586602	"X,Y"	"7,8"	8	"12,13"	"16,17"	13	"28,32"	"16,21"	15	"10,11"	10	"13,15"	"22,23"	E	7	11	"14,18"
																			
Capan-2	Capan-2	GNE:584585	X	"11,12"	"11,12"	"9,13"	13	0	31	0	"17,18"	"11,12"	"9,11"	"12,13"	"21,24"	E	9.3	8	17
																			
KARPAS-45	KARPAS-45	DSM:ACC-105	"X,Y"	"11,14"	"9,14"	"9,13"	0	0	0	0	0	"11,12"	"8,11"	0	0	0	9	8	"14,18"
																			
HT 1417	0	ATCC:CRL-7797	X	"10,12"	"12,13"	"11,13"	0	0	0	0	0	"11,12"	"8,10"	0	0	0	9.3	"8,9"	"18,19"
																			
CX-1	HT-29	GNE:586255	X	"11,12"	11	"11,12"	13	0	"29,30"	0	"15,17"	"11,12"	10	10	"20,22"	E	"6,9"	"8,9"	"17,19"
																			
MJ	MJ	ATCC:CRL-8294	"X,Y"	"11,12"	"12,14"	"11,12"	0	0	0	0	0	"11,13"	"8,11"	0	0	0	"6,7"	"8,11"	"15,17"
																			
HT-1080	HT-1080	GNE:585278	"X,Y"	12	"12,14"	"9,12"	"12,18"	0	"28,30"	0	16	"11,13"	"9,10"	"13,14"	"22,25"	E	6	8	"14,19"
																			
Hs 52.Sk	Hs 52.Sk	ATCC:CRL-7031	"X,Y"	"11,12"	"11,12"	"9,10"	0	0	0	0	0	"8,9"	"8,11"	0	0	0	"7,8"	"8,11"	"16,17"
																			
MCF7/HER2-clone 18	MCF-7	GNE:134146	X	10	11	"11,12"	14	0	30	0	16	12	"8,9"	"10,14"	"23,25"	E	6	"9,12"	"14,15"
																			
HS-K	HS-K	RCB:0159	X	12	"11,12"	"11,12"	0	0	0	0	0	"10,11"	10	0	0	0	9	"8,12"	16
																			
C5/MJ	C5/MJ	ATCC:CRL-8293	"X,Y"	"9,11"	12	"8,11"	0	0	0	0	0	13	"11,12"	0	0	0	"6,9"	8	"16,17"
																			
RD-ES	RD-ES	GNE:586942	"X,Y"	11	"11,12"	"9,11"	"14,18"	"13,14"	28	"19,20"	15	11	10	13	"21,25"	E	7	"9,11"	17
																			
OIH-1	OIH-1	RCB:1290	"X,Y"	10	8	"10,12"	0	0	0	0	0	13	11	0	0	0	6	11	"16,17"
																			
HFF-1	HFF-1	ATCC:SCRC-1041	"X,Y"	"7,11,12,13"	"11,13"	"10,12"	0	0	0	0	0	11	"9,10,12"	0	0	0	"7,9,9.3"	"8,11"	"14,15,17,19"
																			
Hs 852.T	Hs 852.T	GNE:586080	"X,Y"	13	"9,12"	"9,11"	"14,16"	0	30	0	"15,16"	12	"10,11"	"14,16"	"18,21"	E	9	"8,10"	18
																			
HFL1	HFL1	ATCC:CCL-153	"X,Y"	"10,12"	"11,12"	"9,11"	0	0	0	0	0	12	"9,10"	0	0	0	"7,9"	"6,9"	17
																			
NCI-H1299	NCI-H1299	GNE:129461	X	12	12	"12,13"	16	0	32.2	0	17	11	10	"10,13"	20	E	"6,9.3"	8	"16,18"
																			
Yub631	Yub631	JCRB:1156	"X,Y"	"10,11"	"10,11"	9	0	0	0	0	0	"12,13"	"8,10"	0	0	0	6	"8,12"	"14,17"
																			
S9	IB3-1	ATCC:CRL-2778	"X,Y"	"10,11"	"8,12"	"9,11"	0	0	0	0	0	"11,12,13"	"11,12"	0	0	0	"8,9.3"	"8,9"	"15,18"
																			
Ha Fe	Ha Fe	ATCC:CRL-1396	"X,Y"	"10,12"	"8,11"	"10,11"	0	0	0	0	0	11	10	0	0	0	"6,9"	"8,11"	"17,19"
																			
Hs 604.T	Hs 604.T	ATCC:CRL-7362	"X,Y"	"10,13"	12	"11,12"	0	0	0	0	0	11	8	0	0	0	"9,9.3"	"11,12"	"14,15"
																			
A101D	A101D	ATCC:CRL-7898	X	11	"11,12"	12	0	0	0	0	0	12	10	0	0	0	"8,9.3"	"8,11"	"16,18"
																			
Hs 97.Fs	Hs 97.Fs	ATCC:CRL-7065	"X,Y"	"10,12"	"12,13"	12	0	0	0	0	0	"11,12"	"10,13"	0	0	0	"7,9.3"	"8,11"	16
																			
NCI-H2228	NCI-H2228	GNE:586223	X	12	11	"11,13"	16	0	"28,30"	0	"16,18"	12	11	13	"21,22"	E	"7,8"	11	"15,17"
																			
HCC33	HCC33	GNE:586338	X	11	"11,13"	"11,12"	"12,17"	0	"30,32"	0	16	11	11	"13,14"	"20,23"	E	9	"8,11"	"16,18"
																			
FCP-S3H	FCP-S3H	RCB:0785	X	"9,10"	"8,12"	"9,10"	0	0	0	0	0	"10,11"	"11,12"	0	0	0	7	"8,9"	"17,18"
																			
Hs 617.Mg	Hs 617.Mg	ATCC:CRL-7379	X	"10,11"	"11,12"	"9,12"	0	0	0	0	0	"11,12"	10	0	0	0	6	"8,10"	"16,19"
																			
SW 837	SW 837	GNE:583693	X	10	13	12	17	0	"28,31.2"	0	18	12	"9,12"	"8,14"	25	E	9.3	"8,9"	"15,16"
																			
UMC-11	UMC-11	GNE:586407	"X,Y"	12	"8,13"	"11,12"	14	0	31.2	0	14	11	"9,11"	"13,15"	"20,24"	E	"6,9.3"	"9,11"	"14,15"
																			
De Gin	De Gin	GNE:586933	X	"9,10"	"11,14"	"12,13"	"13,15"	"13,16"	"29,30"	"18,19"	15	"11,12"	"8,12"	"8,13"	21	E	"8,9"	8	"15,17"
																			
HCC60	HCC60	GNE:586382	X	10	12	11	14	0	30	0	15	"12,13"	"9,10"	15	24	E	6	"8,9"	"16,17"
																			
NCI-H2122	NCI-H2122	GNE:130148	X	10	10	"9,12"	19	0	33.2	0	"15,16"	"11,12"	"8,10"	13	"19,26"	E	"7,9.3"	9	17
																			
NRS-1	NRS-1	RCB:1188	X	"12,13"	"8,11"	"9,10"	0	0	0	0	0	"11,12"	8	0	0	0	9	"9,11"	"18,20"
																			
NCI-H1304	NCI-H1304	ATCC:CRL-5862	X	12	14	11	0	0	0	0	0	11	"9,12"	0	0	0	"9,9.3"	8	"15,18"
																			
HISM	0	ATCC:CRL-1692	X	"11,12"	"8,11"	"12,13"	0	0	0	0	0	11	"11,12"	0	0	0	"9,9.3"	"8,11"	"16,17"
																			
PSV811	PSV811	JCRB:0604	X	"10,12"	11	"11,12"	0	0	0	0	0	10	"9,11"	0	0	0	9.3	8	"20,20"
																			
NCI-H720	NCI-H720	ATCC:CRL-5838	X	11	11	13	0	0	0	0	0	11	"10,12"	0	0	0	6	8	18
																			
LC-2/ad	LC-2/ad	RCB:0440	X	"10,11"	"10,12"	9	0	0	0	0	0	10	11	0	0	0	7	11	"16,19"
																			
EFE-184	EFE-184	GNE:586941	X	"10,12"	13	12	"12,19"	0	"30,33.2"	0	"14,17"	"11,13"	"10,11"	"11,13"	21	E	9.3	"8,11"	"15,16"
																			
SNU-449	SNU-449	ATCC:CRL-2234	"X,Y"	11	9	9	"14,16"	0	"29,31"	0	"15,16"	10	"8,13"	"10,13"	"22,24"	E	"6,9"	11	"14,16"
																			
HCC-15	HCC-15	GNE:130122	"X,Y"	11	11	"11,13"	17	0	28	0	16	13	"8,11"	"13,14"	47.2	E	7	"8,11"	"16,20"
																			
SF8405	SF8405	RCB:0583	X	"10,13"	12	"11,13"	0	0	0	0	0	"10,13"	"8,10"	0	0	0	9	"8,11"	"14,16"
																			
PH61-N	MIA PaCa-2	JCRB:1038	X	10	"12,13"	"10,13"	0	0	0	0	0	"12,13"	"12,13"	0	0	0	10	9	15
																			
SCLC-21H	SCLC-21H	GNE:586347	"X,Y"	10	12	12	"14,15"	0	"29,31.2"	0	15	"11,12"	11	"12,13"	"22,23"	E	9.3	"8,9"	17
																			
BS2CH	BS2CH	JCRB:0317	X	"11,12"	"8,10"	"10,11"	0	0	0	0	0	"11,13"	"8,12"	0	0	0	"7,9"	"8,11"	"16,19"
																			
Hs 21.Fs	Hs 21.Fs	ATCC:CRL-7015	"X,Y"	"10,11"	11	"11,12"	0	0	0	0	0	11	"11,13"	0	0	0	"6,7"	"10,12"	"16,18"
																			
VP267	VP267	GNE:586587	X	10	"11,13"	"11,12"	16	13	29	25	"16,18"	11	"10,12"	"10,13"	18	E	7	8	17
																			
MRK-nu-1	MRK-nu-1	JCRB:0628	X	"9,10"	8	10	0	0	0	0	0	13	"8,10"	0	0	0	"6,9"	11	"17,18"
																			
CAL-33	0	DSM:ACC-447	"X,Y"	"11,12"	"8,13"	11	0	0	0	0	0	"11,12"	"8,10"	0	0	0	"9,9.3"	8	17
																			
786-O	786-O	GNE:584978	"X,Y"	10	8	12	"13,14"	0	"29,30"	0	16	9	"11,12"	13	24	E	"6,9.3"	"8,11"	"15,17"
																			
HCC1033	HCC1033	GNE:587151	X	11	11	"11,12"	12	0	30	0	"15,17"	12	"9.3,12"	"12,14"	22	E	"9,9.3"	9	17
																			
HMEC	HMEC	GNE:130204	X	"11,13"	"9,12"	"12,13"	"14,15"	0	"28,31"	0	17	"8,10"	"9,11"	"13,14"	"22,23"	E	"9,9.3"	"8,9"	"15,17"
																			
JHUEM-7	JHUEM-7	RCB:1677	X	"10,13"	"10,11"	"9,13"	0	0	0	0	0	11	10	0	0	0	"7,9.3"	8	"15,17"
																			
MEC	0	RCB:2129	"X,Y"	"10,14"	"8,11"	"9,12"	0	0	0	0	0	"11,13"	11	0	0	0	9.3	"8,9"	"17,18"
																			
NCI-H2691	NCI-H2691	GNE:586732	X	"11,13"	"12,13"	"9,12"	21	0	"30,31"	0	"15,17"	12	"8,11"	13	22	E	"9,9.3"	8	"17,18"
																			
HCC1599 BL	HCC1599 BL	ATCC:CRL-2332	X	"12,13"	"8,11"	"12,13"	0	0	0	0	0	12	"10,11"	0	0	0	9.3	8	17
																			
MiTen	MiTen	JCRB:0072	"X,Y"	"11,13"	12	"11,12"	0	0	0	0	0	"12,14"	"8,11"	0	0	0	9.3	11	"14,17"
																			
KARPAS-299	KARPAS-299	DSM:ACC-31	"X,Y"	"10,11"	"8,12"	12	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"7,9"	8	"17,19"
																			
UM-RC-7	UM-RC-7	GNE:586890	"X,Y"	11	"8,11"	11	"13,14,19"	"14,15,16.2"	"31.2,33.2"	"17,25"	15	12	10	"13,14"	"24,25"	E	"8,9"	8	"16,18"
																			
"Jurkat, Clone E6-1"	Jurkat	GNE:583919	"X,Y"	"11,12"	"8,12"	11	"13,21"	0	"31.2,33.2"	0	"15,17"	9	"8,12"	"13,14"	"20,21"	E	"6,9.3"	"8,10"	18
																			
CHLA-01-MED	0	ATCC:CRL-3021	"X,Y"	11	"8,14"	"9,11"	0	0	0	0	0	"11,13"	10	0	0	0	"6,9.3"	"9,12"	16
																			
NCI-H508	NCI-H508	ATCC:CCL-253	X	"11,12"	"8,12"	12	0	0	0	0	0	12	"8,12"	0	0	0	"9,9.3"	"8,11"	"15,16"
																			
HCC89	HCC89	GNE:586389	X	"8,10"	"11,13"	"9,11"	14	0	28	0	18	"10,11"	"10,11"	"13,14"	22	E	6	"8,11"	"14,17"
																			
STC 1	STC 1	JCRB:1053	"X,Y"	"10,12"	12	9	0	0	0	0	0	"12,13"	"9,10"	0	0	0	"6,9"	"8,11"	"16,18"
																			
NCC-RbC-83	NCC-RbC-83	JCRB:1303	"X,Y"	11	11	9	0	0	0	0	0	11	10	0	0	0	"6,9"	8	"16,19"
																			
RH-41	RH-41	DSM:ACC-592	X	"11,12"	"8,9"	"12,13"	0	0	0	0	0	"10,13"	"10,11"	0	0	0	"7,9.3"	"8,11"	"16,18"
																			
Hs 242T	0	ATCC:HTB-145	"X,Y"	11	"11,13"	"12,13"	0	0	0	0	0	"9,10"	"10,12"	0	0	0	"5,7"	"8,11"	"18,19"
																			
HTC/C3	HTC/C3	GNE:586954	X	"11,12"	"10,12"	"9,12"	"14,17"	14	"29,30"	"17,23"	16	"11,12"	"11,12"	"12,14"	"21,22"	E	"6,7"	"8,9"	"14,15"
																			
Hs 392.Sk	Hs 392.Sk	ATCC:CRL-7268	"X,Y"	"10,12"	"12,13"	"9,12"	0	0	0	0	0	12	"9,10"	0	0	0	"8,9.3"	8	"16,17"
																			
CAL-72	0	DSM:ACC-439	"X,Y"	"10,11"	8	10	0	0	0	0	0	13	11	0	0	0	8	11	"15,17"
																			
CF1TKB	CF1TKB	RCB:1382	"X,Y"	12	"9,10"	"9,13"	0	0	0	0	0	"9,10"	11	0	0	0	9	"8,11"	18
																			
LA-N-1	LA-N-1	RCB:0483	"X,Y"	12	"11,12"	9	0	0	0	0	0	12	"10,11"	0	0	0	"8,9.3"	"8,11"	"16,19"
																			
Calu-3	Calu-3	GNE:129453	X	"11,12"	12	"12,14"	"14,17"	0	"28,30"	0	"15,18"	11	"10,11"	"11,15"	25	E	"6,9.3"	8	"16,17"
																			
Hs 394.Lu	Hs 394.Lu	ATCC:CRL-7269	"X,Y"	7	11	"9,10"	0	0	0	0	0	"11,13"	"8,11"	0	0	0	"6,9.3"	"8,10"	"16,19"
																			
HF 333.We	HF 333.We	ATCC:CRL-7706	"X,Y"	"10,12"	"9,12"	"10,12"	0	0	0	0	0	11	"8,12"	0	0	0	8	"8,11"	"17,18"
																			
CL-34	CL-34	GNE:132494	X	11	"11,13"	"9,11"	"12,17,18"	0	30	0	"12,17,18"	"9,11"	10	"10,11"	"22,24,25"	E	"6,7"	"8,10"	"15,18"
																			
IMR-90-SV	0	RCB:1024	X	"11,13"	"11,13"	"10,13"	0	0	0	0	0	"12,13"	"9,12"	0	0	0	8	"8,9"	"16,19"
																			
HH	HH	ATCC:CRL-2105	X	"11,12"	"11,12"	12	0	0	0	0	0	"11,13"	10	0	0	0	9	"8,11"	"15,16"
																			
HT55	HT-55	GNE:130905	X	11	"9,13"	14	13	0	28	0	"15,18"	"11,12"	"11,13"	"11,14"	24	E	"8,9.3"	"8,9"	"14,17"
																			
MOLT-3	MOLT-3	GNE:587168	"X,Y"	"11,12,13"	"12,13"	"11,13,14"	"13,17,18"	0	"29,30"	0	"15,16,17"	12	"8,10"	"9,13,14,15"	"21,22,23,24"	E	"6,8"	8	17
																			
